21254874	27
26417265	21
28491115	20
26417310	17
24309312	13
26438626	13
22884524	12
17971226	11
25587296	11
22557968	11
26180597	11
19859815	10
26316643	10
21039758	10
28472987	10
23184849	9
25593148	9
26070840	9
24335390	9
25253884	9
26904384	8
28702763	8
27677719	8
25008344	8
27709006	8
26729160	8
27154344	7
28797065	7
25293549	7
23671711	7
22823924	7
28334018	7
26834637	7
21189136	7
27419377	7
27503364	7
28603504	7
25916666	6
25326286	6
28373817	6
27143666	6
25134501	6
28274222	6
28108773	6
28978989	6
26949700	6
28282366	6
27819431	6
27478824	6
24790635	6
28770011	6
7811026	6
28261555	6
26036354	6
28512322	6
26921498	6
24219506	6
25297720	6
24961658	6
7742162	6
25274605	5
28622099	5
8192452	5
24566057	5
22430963	5
25713759	5
24379304	5
26149987	5
25640094	5
26454860	5
27471317	5
26388707	5
28971609	5
18214849	5
26730212	5
10606837	5
19641658	5
27825376	5
28729836	5
25888160	5
28963450	5
28500635	5
26296709	5
17010103	5
28831288	5
27330371	5
25028567	5
24067429	5
26401401	5
15373938	5
1510420	5
20972517	5
25923589	5
27648390	5
16377669	5
28814395	5
29065172	5
28250793	5
26136115	5
28985473	5
26818566	5
9723817	5
25463033	5
21168291	5
8148225	4
27672551	4
20406160	4
28695013	4
25784216	4
22906201	4
22939994	4
25049247	4
28072872	4
25824210	4
26856274	4
26417296	4
26485399	4
26389554	4
25473508	4
24670388	4
22651380	4
23817323	4
23801821	4
22273859	4
27298605	4
27820668	4
28982188	4
29180887	4
26786412	4
25252616	4
27867302	4
22554043	4
26141814	4
28971602	4
28830419	4
28944098	4
23126367	4
11959541	4
26055378	4
26467857	4
27453700	4
24913012	4
24872147	4
21298205	4
27380261	4
24595533	4
23928187	4
24798274	4
25419478	4
25557052	4
27746690	4
17846133	4
27982447	4
25282448	4
26679628	4
23330542	4
23841950	4
27452666	4
25906774	4
27313880	4
25528143	4
22787406	4
26119819	4
24062793	4
25821484	4
27076875	4
1354432	4
27617265	4
26401410	4
28032362	4
28050191	4
28930204	4
27365388	4
2692684	4
26392781	4
26566518	4
28845434	4
24889719	4
26167297	4
25542144	4
19075045	4
24454490	4
27756298	4
25092696	4
28496349	4
25988374	3
23441623	3
28143591	3
21666065	3
25274610	3
24228061	3
21698598	3
28186644	3
27034624	3
29124159	3
26557865	3
25623883	3
21612324	3
12890292	3
25049242	3
27759172	3
28539714	3
24178765	3
23878024	3
28706222	3
23190801	3
22037641	3
26171235	3
25267661	3
25142999	3
22574741	3
28629389	3
25411281	3
23686351	3
19156505	3
25157286	3
25887906	3
23847265	3
19771928	3
22187560	3
25623616	3
25887967	3
27676240	3
7726498	3
7726497	3
27453292	3
19948201	3
18294330	3
26747454	3
21468365	3
23001440	3
24438055	3
23884115	3
28629411	3
20930076	3
27175730	3
28959715	3
27976409	3
26501782	3
18991109	3
25294603	3
21124313	3
28344923	3
28630183	3
24223609	3
26382728	3
26904004	3
21143503	3
24198863	3
28758800	3
26558757	3
23132553	3
25949262	3
28644885	3
25855755	3
16669845	3
26381375	3
20703222	3
21827327	3
26815360	3
26478732	3
26884754	3
27881391	3
26934120	3
28579821	3
25293548	3
26851241	3
25040590	3
27784225	3
28151704	3
26612980	3
23126319	3
27182629	3
25636694	3
21233689	3
26894412	3
25987632	3
25032009	3
18214850	3
26327706	3
29147464	3
22615291	3
27709012	3
24889062	3
26000195	3
28674494	3
23780830	3
28193647	3
8203844	3
28421613	3
17517842	3
23361846	3
21646440	3
16722827	3
27530542	3
25468385	3
9803987	3
23974980	3
29038575	3
26823493	3
23514375	3
26392500	3
26985088	3
28934955	3
26663892	3
22754069	3
25505823	3
24486482	3
20141330	3
28289034	3
27366135	3
28459908	3
28530429	3
28261547	3
26199561	3
23401473	3
25963981	3
24951959	3
26026989	3
26895020	3
28078169	3
28620408	3
29049191	3
23750693	3
27994475	3
28399898	3
24839071	3
22871975	3
26222195	3
28951674	3
26125082	3
28473993	3
25889768	3
27631385	3
28121670	3
25663751	3
27177586	3
22346384	3
25511575	3
24090077	3
26758921	3
22315269	3
16305592	3
28295178	3
23041981	3
23292347	3
23293660	3
28774812	3
21633595	3
27190537	3
27522534	3
25044667	3
24961917	3
26566308	3
27787564	3
10583025	3
28894634	3
18476138	3
24056785	3
23858094	3
27324763	3
22010218	3
27821154	3
28975914	3
24550106	3
24171723	3
27878971	3
27462333	3
26649230	3
27273195	3
27502288	3
24364537	3
26764335	3
26820984	3
9663810	3
25801553	3
22536991	3
26925159	3
23673473	3
23701184	3
24489112	3
27853423	3
24761272	3
25084200	3
27339168	3
25501765	3
